418,122,48,70
423,124,44,64
423,123,44,67
425,127,44,66
426,125,44,67
425,127,45,70
423,127,47,70
422,128,45,72
422,129,44,72
422,127,42,74
422,127,41,74
423,125,44,76
422,126,44,75
424,125,44,80
423,125,45,78
425,125,45,84
426,126,45,81
431,128,45,86
433,128,46,87
437,132,48,88
444,134,47,83
442,136,55,88
452,132,45,92
444,137,52,90
445,137,54,91
447,139,53,91
449,138,54,91
449,141,59,90
453,136,53,94
455,138,54,94
456,136,55,97
457,138,53,94
458,136,54,97
457,136,54,95
458,135,53,95
458,135,53,94
456,132,55,96
455,130,53,98
455,129,53,99
455,129,53,98
455,129,52,98
455,129,53,98
455,129,52,98
454,130,51,97
452,132,52,94
453,132,50,96
453,134,50,93
451,132,52,93
453,134,51,93
456,136,48,92
453,137,49,88
454,142,53,92
454,147,53,87
453,158,53,85
453,167,53,73
452,173,53,79
453,182,52,73
451,186,51,75
448,192,51,78
448,193,51,79
449,197,50,80
448,195,52,83
449,197,53,81
449,198,53,81
447,197,53,80
446,197,53,81
446,198,51,79
445,196,50,82
444,195,50,82
446,194,50,82
445,195,50,81
447,194,48,80
447,194,47,77
448,194,46,78
447,194,48,79
447,195,49,80
448,196,49,80
448,195,49,80
448,195,49,79
448,194,48,80
449,193,47,81
450,192,48,81
449,191,48,79
449,190,48,81
449,189,49,79
450,189,49,79
450,189,55,74
451,190,57,71
452,194,59,65
452,185,65,76
454,181,58,76
452,178,56,79
454,178,53,79
455,175,54,82
453,174,56,82
452,173,58,80
453,173,58,80
454,170,56,81
454,164,57,84
455,161,55,85
455,159,52,85
452,157,58,86
454,151,52,92
454,152,53,90
450,152,57,88
451,151,54,89
447,153,56,88
448,151,47,93
444,153,54,88
440,157,50,89
441,158,46,89
435,162,51,84
433,165,50,81
431,166,46,86
430,168,45,86
428,170,43,87
429,170,42,89
430,169,41,90
434,168,47,85
435,170,44,83
438,167,48,84
438,165,54,84
443,164,49,88
443,162,47,90
447,165,53,88
450,166,56,86
451,166,56,86
451,163,56,87
450,164,57,87
451,157,57,91
453,156,55,92
450,152,54,93
452,152,52,91
449,149,56,91
450,149,53,94
