238,189,56,94
239,193,54,88
240,186,47,92
246,185,40,93
245,190,42,92
245,185,44,96
245,187,45,99
246,187,45,96
241,185,51,100
235,185,58,97
225,182,71,97
222,182,75,99
220,180,76,99
216,180,80,99
212,177,84,101
214,180,84,99
207,175,92,100
197,179,95,100
194,182,100,97
194,182,98,99
187,182,98,99
188,180,94,103
185,183,93,107
181,186,92,110
177,185,94,111
171,185,88,118
170,191,78,114
171,202,65,112
168,204,59,109
164,211,52,110
159,209,49,110
152,214,47,106
144,219,47,102
141,222,47,103
137,218,51,102
138,214,51,99
138,213,64,89
136,204,66,92
140,201,74,89
144,194,75,92
147,188,81,93
155,187,82,91
161,184,87,97
166,186,90,93
171,186,86,88
176,188,88,91
187,190,80,85
190,192,79,83
195,199,76,75
200,195,72,77
201,204,71,70
203,204,68,69
205,203,64,71
204,206,61,67
204,205,56,69
202,209,50,69
197,206,47,70
195,212,44,66
188,209,40,70
182,208,38,74
176,212,34,71
170,212,33,75
163,207,32,77
156,206,33,77
149,207,33,75
142,205,35,76
136,200,35,78
127,201,43,79
120,199,47,76
117,196,48,78
112,195,50,75
108,193,54,76
107,192,56,77
105,192,60,78
100,192,65,75
100,191,65,78
99,193,71,78
100,194,74,79
109,195,69,75
111,198,72,78
114,200,75,74
120,201,74,77
126,203,73,79
135,205,69,75
139,206,71,75
149,209,68,71
155,208,67,74
163,206,64,72
172,204,56,74
184,204,49,72
192,199,45,66
201,198,37,69
208,199,34,66
213,197,30,67
219,193,26,68
222,191,25,69
220,189,27,69
222,189,25,70
219,188,28,69
221,191,27,67
219,190,32,68
215,188,39,70
211,184,47,72
209,183,50,72
203,180,56,74
199,182,60,71
191,179,68,72
183,180,71,70
179,182,75,72
173,183,80,77
169,184,77,81
169,187,73,83
166,191,71,82
160,192,73,81
156,191,75,77
152,187,73,81
146,181,75,80
147,175,74,83
146,176,73,80
146,176,69,79
149,176,63,78
150,176,62,76
152,176,58,78
155,174,51,76
158,173,46,75
160,172,44,79
165,173,39,76
170,172,37,76
172,173,37,76
178,176,32,77
185,179,29,75
189,181,30,75
191,183,31,72
197,187,30,66
199,188,31,64
199,187,33,63
202,186,33,62
202,181,38,66
203,180,41,63
206,177,40,64
207,177,46,63
206,180,50,60
207,179,54,59
205,178,56,58
206,176,56,55
205,176,59,58
206,176,61,60
207,174,58,62
208,172,59,59
203,169,60,63
203,168,58,62
202,166,58,62
197,162,59,66
195,159,57,66
191,161,58,61
183,156,60,64
178,152,62,65
172,149,62,64
167,141,62,68
157,136,63,71
151,132,65,69
145,131,62,69
141,131,60,67
135,126,53,71
128,129,51,64
125,127,50,65
116,130,53,62
112,131,51,61
113,129,50,64
111,132,49,64
113,131,46,66
118,128,45,72
120,130,44,74
122,139,45,68
125,139,56,71
137,143,47,71
143,148,46,70
154,153,47,69
165,156,45,68
177,162,48,63
187,162,49,66
200,168,52,61
212,166,57,65
224,167,59,68
230,167,63,66
249,170,52,63
258,170,55,62
272,170,55,62
