403,94,60,67
406,98,55,66
389,104,59,64
343,121,69,57
331,123,57,54
309,118,61,55
294,109,68,55
294,105,71,59
307,95,77,56
304,84,82,65
306,80,86,51
310,70,95,59
316,64,95,62
311,55,92,68
311,45,96,71
309,53,86,63
303,54,89,66
301,59,81,64
300,66,72,74
295,67,80,84
286,71,81,84
280,71,76,91
271,73,73,97
256,90,70,85
242,94,65,94
241,106,60,95
236,117,63,91
235,124,65,96
237,117,61,98
246,116,61,97
253,115,62,100
271,110,59,95
275,102,61,98
281,97,58,100
286,92,58,103
293,96,63,93
307,97,60,96
311,98,67,92
315,99,83,95
320,100,91,101
325,102,97,107
330,109,101,102
326,119,103,97
320,129,107,99
315,134,115,89
313,134,120,88
310,128,122,96
301,132,119,97
290,129,126,94
278,119,128,101
268,115,130,103
264,111,130,102
260,93,139,110
260,94,138,106
265,93,138,123
263,96,146,133
263,98,144,135
264,99,132,134
267,87,130,149
276,78,120,151
274,82,113,150
283,82,101,143
286,89,86,141
282,86,86,145
285,107,75,132
286,109,74,116
281,46,67,113
275,51,61,116
283,129,60,97
282,134,65,81
279,132,63,78
281,131,64,74
282,127,60,75
285,129,62,72
286,133,60,72
293,131,57,73
299,132,57,74
298,134,58,74
309,131,52,77
313,133,56,78
315,142,57,77
315,147,56,76
320,144,56,74
326,143,57,75
326,147,56,77
325,147,57,78
328,148,56,74
326,150,59,73
331,151,55,76
329,153,55,74
331,150,57,77
330,156,57,73
326,156,61,73
330,154,68,72
328,157,85,67
314,101,83,80
313,86,61,91
374,151,79,90
375,148,99,114
371,134,127,141
372,142,165,140
344,141,196,145
344,140,220,150
347,153,246,133
346,162,254,139
343,158,255,161
343,164,269,147
329,176,273,136
322,167,265,138
325,170,234,126
316,167,238,130
305,157,237,133
311,151,219,141
313,138,194,139
306,120,181,154
311,114,151,147
295,132,134,124
288,143,133,91
282,141,136,73
274,107,123,98
249,68,131,115
232,48,123,124
204,29,119,117
181,9,125,106
169,4,127,84
145,4,140,78
130,-2,138,67
130,-2,138,67
130,-2,138,67
130,-2,138,67
130,-2,138,67
130,-2,138,67
130,-2,138,67
130,-2,138,67
130,-2,138,67
130,-2,138,67
130,-2,138,67
130,-2,138,67
130,-2,138,67
130,-2,138,67
130,-2,138,67
225,100,115,69
225,100,115,69
225,100,115,69
225,100,115,69
225,100,115,69
295,176,103,51
293,187,103,44
303,194,99,41
296,201,104,39
308,201,90,40
310,200,87,38
313,199,74,36
312,197,73,41
303,194,78,45
302,189,76,54
306,185,66,69
303,188,59,77
308,191,48,80
311,190,40,77
308,196,31,75
309,197,34,75
312,193,36,81
311,201,45,89
306,207,48,90
306,209,47,84
308,204,49,80
312,200,49,76
308,191,52,72
307,179,56,74
303,172,64,89
299,172,58,98
302,164,56,95
305,154,57,92
306,149,50,94
303,148,46,86
306,149,45,72
304,156,49,57
297,161,56,52
291,158,68,55
288,151,75,63
286,145,86,81
285,140,86,87
280,132,90,91
271,127,110,99
274,126,111,110
276,131,106,105
296,154,90,101
306,167,74,85
306,166,71,79
314,155,60,94
315,164,56,87
307,168,61,78
307,179,62,69
301,182,66,70
290,175,77,79
286,178,86,77
275,176,94,81
269,149,102,98
289,165,94,104
320,185,81,90
323,185,84,86
345,204,79,71
346,217,84,80
342,224,96,79
331,216,92,80
346,220,90,78
351,224,86,65
340,209,84,70
338,213,86,58
328,213,86,48
320,215,82,38
310,199,79,50
294,190,81,55
277,170,77,66
263,157,73,74
246,146,69,79
234,159,79,71
217,141,72,78
205,135,68,83
193,137,76,84
183,145,69,80
171,149,79,80
162,152,83,83
151,140,80,87
149,140,62,83
167,183,59,73
155,186,66,65
153,192,76,53
152,199,77,46
155,202,76,47
149,213,77,44
146,219,82,44
156,221,70,44
156,222,83,43
156,227,82,44
156,229,90,41
159,231,94,39
160,230,105,44
184,231,113,42
187,227,126,46
183,221,143,52
189,222,164,56
208,228,172,56
253,245,170,56
241,239,177,63
269,237,182,61
290,229,184,80
308,236,187,79
329,234,180,77
346,207,177,85
355,217,175,71
370,225,160,60
377,224,156,63
379,221,151,64
381,217,150,60
378,206,150,58
380,199,141,53
383,191,129,49
392,183,113,57
381,177,102,54
373,169,99,59
365,161,94,60
351,160,89,52
348,158,83,63
328,149,83,61
315,149,80,59
298,151,86,58
290,151,88,58
288,160,74,60
285,172,66,60
280,177,64,55
274,182,57,48
268,180,65,51
268,180,62,51
263,189,57,48
259,194,58,46
253,196,62,46
247,194,69,50
250,194,63,51
246,197,63,48
244,200,59,45
241,202,59,42
242,202,54,44
231,200,63,54
234,206,56,64
220,203,70,75
217,195,79,93
219,187,73,104
203,183,90,109
206,182,92,117
221,189,75,122
229,196,63,131
233,202,57,144
231,206,59,142
234,211,54,145
230,219,53,137
225,221,57,134
229,220,52,134
223,220,57,126
211,227,60,130
210,218,72,135
215,199,75,132
228,182,76,113
234,167,76,117
241,158,74,106
245,136,86,111
253,124,89,105
261,115,92,110
263,109,101,103
271,102,102,110
271,96,111,110
272,93,111,112
277,90,111,112
280,91,111,108
281,93,112,116
286,99,108,96
285,103,105,115
292,105,105,115
291,110,102,114
293,104,113,112
296,103,106,102
298,100,107,108
298,104,105,109
295,104,105,113
297,100,110,119
300,100,105,115
299,100,104,111
300,97,101,116
296,98,108,114
296,101,110,103
299,100,110,119
294,96,114,118
287,98,124,120
284,100,132,115
278,97,151,121
283,99,151,111
278,109,162,91
274,104,174,93
264,101,187,88
257,105,189,84
254,99,174,79
267,93,151,75
266,85,150,77
274,71,146,87
279,59,152,91
293,52,151,97
299,47,151,100
313,45,139,95
328,46,125,87
336,39,116,94
347,36,102,101
333,20,108,113
354,11,104,128
361,6,133,134
366,10,144,129
366,10,144,129
347,5,120,107
347,5,120,107
347,5,120,107
347,5,120,107
347,5,120,107
347,5,120,107
347,5,120,107
347,5,120,107
347,5,120,107
347,5,120,107
347,5,120,107
347,5,120,107
347,5,120,107
347,5,120,107
347,5,120,107
347,5,120,107
347,5,120,107
347,5,120,107
347,5,120,107
347,5,120,107
347,5,120,107
347,5,120,107
347,5,120,107
347,5,120,107
347,5,120,107
347,5,120,107
347,5,120,107
347,5,120,107
347,5,120,107
347,5,120,107
347,5,120,107
347,5,120,107
347,5,120,107
347,5,120,107
347,5,120,107
347,5,120,107
347,5,120,107
347,5,120,107
347,5,120,107
347,5,120,107
347,5,120,107
347,5,120,107
347,5,120,107
347,5,120,107
262,-5,120,89
60,118,108,59
83,125,93,53
85,133,83,52
90,145,75,47
80,153,77,43
71,160,80,43
65,158,81,47
55,161,86,48
56,166,80,50
56,166,80,50
43,175,71,46
43,175,71,46
22,184,69,50
12,184,72,52
2,184,74,54
0,192,75,49
0,192,75,49
-2,189,68,60
-2,189,68,60
-2,189,68,60
-2,189,68,60
-2,189,68,60
-2,189,68,60
