289,184,17,21
291,184,16,21
292,185,16,20
293,185,16,20
293,185,16,20
294,184,16,21
295,184,16,21
295,186,15,21
297,186,15,20
297,185,16,20
296,185,17,19
296,184,17,20
296,183,18,21
295,184,19,21
294,185,20,21
295,186,20,21
296,185,20,22
298,182,20,22
301,179,21,23
304,178,20,21
306,180,21,22
306,180,21,22
307,179,21,21
309,180,21,22
310,180,22,23
311,184,24,20
312,182,24,23
316,183,21,22
318,183,21,21
320,184,21,23
321,188,23,22
321,190,24,23
323,193,23,22
280,181,13,19
281,183,14,17
283,184,14,18
284,185,14,18
285,184,14,19
285,184,14,19
285,185,14,17
285,187,14,17
284,186,14,18
285,186,14,19
286,185,15,19
286,185,14,19
286,186,14,18
286,185,15,19
285,182,15,20
285,181,15,19
284,179,16,19
283,177,16,19
283,174,15,19
283,171,15,19
282,170,16,19
284,170,15,18
286,171,14,18
287,172,15,17
288,173,15,18
287,174,16,19
286,177,17,19
287,182,15,18
285,183,16,18
284,184,16,19
284,186,15,20
282,189,16,20
280,192,17,20
280,194,17,20
281,195,19,20
282,193,19,20
281,191,22,20
284,189,20,20
285,186,20,19
287,184,19,19
290,180,18,20
292,177,18,21
293,176,19,18
294,178,17,19
292,180,17,21
292,182,17,19
289,182,21,21
287,185,23,20
288,185,25,20
291,182,24,22
294,179,22,22
298,181,20,18
299,181,21,18
303,182,20,19
306,182,20,18
307,178,21,21
309,173,22,21
315,171,20,20
315,169,21,20
317,164,21,21
319,159,21,21
321,153,21,21
324,149,20,20
328,149,17,19
329,151,17,21
329,157,18,19
330,160,17,19
330,162,17,18
332,164,16,18
332,166,16,19
329,167,19,19
331,170,16,18
329,172,18,17
330,173,17,17
331,175,15,18
331,178,15,18
332,178,15,18
329,178,17,18
328,178,17,18
327,179,17,18
325,181,18,18
324,181,20,19
326,179,19,20
327,179,18,19
327,179,20,18
328,179,19,18
329,180,19,19
330,180,17,19
330,182,17,19
331,185,16,20
332,189,16,20
333,192,15,19
333,195,14,19
333,195,15,18
333,196,16,18
334,196,16,18
332,197,17,19
331,200,18,19
333,201,16,18
334,202,15,18
335,202,15,19
337,203,14,18
338,204,14,19
338,206,14,18
338,207,14,18
339,208,14,17
340,209,14,17
341,208,14,17
341,209,15,18
341,212,16,19
342,215,16,18
343,216,15,18
344,218,14,18
342,220,14,20
340,223,14,20
338,227,14,19
336,230,14,19
337,232,13,18
336,233,13,19
333,234,14,20
331,236,14,20
328,239,16,21
327,243,14,20
326,244,14,19
325,242,15,20
324,239,15,19
320,239,16,18
318,239,18,20
316,239,19,20
315,239,21,21
312,238,20,20
310,236,21,21
309,235,19,21
306,235,21,20
303,235,20,21
300,237,22,22
298,238,19,20
296,238,23,20
296,236,23,21
295,235,23,21
294,235,25,22
293,235,25,23
291,237,27,25
289,240,27,23
286,242,27,23
286,243,24,22
285,243,23,21
283,243,21,21
282,244,21,21
281,243,21,22
281,243,20,24
280,243,23,23
278,245,22,23
277,245,20,23
275,243,25,26
275,241,25,24
274,240,25,23
272,241,26,26
271,242,27,24
271,243,26,23
270,244,26,23
268,244,23,23
267,246,23,22
266,246,24,22
264,247,21,21
262,245,24,24
259,246,28,22
257,245,29,22
257,245,26,22
257,245,27,23
256,245,28,23
255,244,28,25
253,245,31,24
250,245,33,23
249,244,31,22
249,242,30,22
248,241,29,22
247,241,28,23
244,243,29,23
241,243,31,24
238,244,31,22
235,245,31,21
234,246,30,22
234,247,27,22
232,247,28,22
230,246,29,25
229,247,28,24
226,246,34,24
221,244,27,24
221,244,27,23
220,243,29,23
219,243,29,23
216,241,29,25
212,239,26,26
206,237,30,25
205,236,30,24
205,235,27,23
204,234,26,24
202,233,29,25
198,231,31,26
194,231,35,27
187,228,35,27
187,228,38,27
186,226,36,26
184,224,32,27
182,225,38,25
179,224,40,27
176,222,39,27
174,222,45,26
171,221,41,26
168,217,42,27
170,217,40,25
171,216,29,26
169,213,28,25
239,211,13,15
238,195,20,26
243,196,17,22
248,196,13,22
245,196,18,24
251,197,14,18
250,196,16,21
248,196,18,20
247,195,19,19
248,195,18,19
247,194,18,22
244,194,20,27
249,194,14,17
242,193,18,20
242,192,19,19
243,193,18,31
238,194,20,15
238,195,16,12
239,195,21,19
244,195,18,18
242,195,21,20
243,196,20,19
243,194,21,25
245,192,21,20
246,193,18,35
247,192,21,28
249,189,21,21
251,188,22,29
254,188,23,25
256,187,23,27
258,188,24,31
293,137,14,10
298,126,16,19
303,126,14,18
306,125,15,18
307,123,15,19
307,122,15,18
305,122,15,18
304,122,16,18
301,123,16,20
298,127,17,19
297,126,16,19
296,125,16,19
296,126,17,19
296,126,18,20
297,125,17,20
299,122,17,21
300,118,17,21
302,115,18,21
304,115,18,22
307,115,18,22
312,114,19,20
317,112,20,21
325,109,19,21
331,104,21,23
333,100,24,24
334,99,23,23
335,98,22,22
336,103,21,22
337,110,21,22
339,114,22,21
340,113,22,22
340,107,23,22
339,100,24,22
338,94,27,24
340,92,27,23
342,90,31,23
345,94,27,23
347,96,33,24
349,100,31,22
346,99,32,23
348,98,28,23
350,97,24,22
353,96,27,20
356,89,29,21
357,80,34,21
358,81,36,24
357,86,35,27
354,91,37,27
349,98,38,30
354,109,30,26
342,111,39,27
337,117,37,26
334,122,24,25
333,126,27,23
331,129,30,24
331,132,21,22
333,135,20,20
333,135,29,27
333,136,28,28
