167,228,56,52
165,226,51,52
164,226,52,51
162,226,53,50
160,227,51,49
159,224,51,48
159,222,50,48
159,221,48,45
157,219,48,46
153,215,49,49
153,216,49,46
152,213,50,48
151,212,50,47
151,212,51,43
151,211,48,43
149,212,49,45
148,213,49,46
147,212,50,45
147,212,50,47
148,215,49,45
147,215,50,46
147,220,49,47
145,225,49,49
145,232,50,47
147,234,49,50
148,232,50,48
150,228,50,49
156,226,47,50
158,224,49,52
160,223,51,55
167,227,46,55
170,225,47,53
177,219,48,56
189,216,42,58
193,214,43,58
198,214,42,57
203,211,44,58
208,207,45,56
216,207,48,53
223,207,46,56
230,211,45,60
236,208,48,62
242,206,47,55
247,202,48,54
252,200,52,56
257,202,52,57
263,204,54,56
267,208,52,56
271,215,49,51
276,219,48,55
280,224,50,55
282,230,49,52
284,235,48,53
284,242,49,52
286,246,47,52
286,256,47,51
285,263,47,51
284,265,48,52
282,265,47,51
280,263,48,51
277,262,47,50
274,261,46,51
271,264,44,47
267,263,42,47
263,263,42,46
258,261,45,46
254,260,41,43
247,258,46,45
244,255,42,45
238,253,43,43
233,250,43,46
229,249,39,44
225,248,39,45
220,246,43,48
217,244,43,48
215,244,42,46
210,244,46,46
209,241,46,48
209,239,46,47
209,236,45,48
210,235,46,48
210,233,47,49
213,233,47,48
216,232,46,50
220,231,45,50
226,231,45,49
231,231,47,46
238,228,46,48
246,226,45,49
254,225,46,48
263,224,46,49
272,224,45,48
280,223,48,51
291,223,46,48
300,223,44,48
308,223,47,48
317,222,48,50
328,219,46,51
335,218,48,51
343,213,47,52
350,209,47,51
354,204,50,53
358,204,51,53
363,204,52,54
368,201,52,53
371,200,52,53
370,195,55,53
368,191,56,53
367,188,56,53
365,190,56,53
362,192,55,56
356,194,57,57
352,198,56,58
347,202,58,58
340,205,57,61
332,211,53,58
322,210,57,61
315,211,53,58
305,210,46,57
294,213,46,56
283,212,48,58
273,210,48,59
262,205,49,62
252,200,50,57
245,194,50,58
235,189,53,58
228,185,53,60
219,185,56,60
210,187,57,62
206,196,57,61
200,206,55,59
194,215,56,56
190,219,53,57
185,221,53,58
180,223,53,54
176,221,54,55
176,221,53,52
173,218,52,53
176,214,50,54
174,212,51,52
174,209,48,49
175,205,49,53
176,199,48,49
177,192,48,47
176,184,47,49
178,177,45,50
181,172,42,48
185,168,45,46
188,166,44,47
189,165,44,46
191,163,43,47
192,163,44,46
194,165,46,47
196,166,48,48
199,166,49,49
202,164,50,50
204,165,49,49
209,164,48,54
213,167,49,54
214,173,52,52
217,180,53,56
218,188,57,57
226,195,53,55
229,199,55,54
234,199,53,56
236,200,55,55
243,200,53,56
245,203,55,56
252,202,53,54
258,201,55,54
263,199,53,55
265,199,54,51
268,199,52,50
268,198,47,52
268,198,47,52
268,198,47,52
268,198,47,52
268,198,47,52
268,198,47,52
268,198,47,52
268,198,47,52
268,198,47,52
268,198,47,52
268,198,47,52
268,198,47,52
268,198,47,52
161,224,47,66
171,214,56,69
185,209,61,68
207,206,58,73
225,209,58,69
242,213,59,65
257,217,59,66
277,217,55,63
293,217,54,60
305,215,56,58
314,212,56,59
323,207,56,57
326,203,56,55
334,199,56,51
339,196,55,51
343,191,51,54
343,191,51,52
344,190,47,51
346,189,46,49
343,191,46,47
341,193,46,48
340,195,45,46
336,195,48,47
332,196,49,46
329,197,49,49
327,198,45,49
323,200,47,47
317,198,47,49
312,201,49,49
305,203,50,50
300,205,50,50
293,208,52,54
285,212,54,53
276,214,57,60
271,217,58,61
263,220,58,62
254,218,60,60
246,212,61,63
238,202,62,68
230,196,63,65
220,190,64,66
210,182,65,68
204,171,64,72
198,163,62,72
188,154,64,73
182,152,59,67
171,147,62,66
165,146,61,65
163,147,64,62
156,148,66,63
153,144,69,65
148,144,68,72
143,156,69,69
139,164,73,68
138,172,69,66
136,180,73,62
135,186,71,60
140,190,69,64
144,191,67,66
147,190,62,67
152,190,63,60
158,185,60,58
164,171,61,60
174,164,55,58
181,156,51,60
187,149,48,57
192,146,48,55
196,146,49,53
199,144,48,53
204,143,46,49
209,140,46,50
212,141,47,47
215,140,47,47
217,141,44,46
219,139,45,48
217,140,47,46
217,140,48,46
216,141,48,46
214,140,49,45
211,140,47,46
206,139,47,47
203,135,47,49
199,133,48,50
193,131,50,51
189,129,53,52
185,127,50,54
180,124,51,54
170,121,57,57
166,120,57,56
164,116,58,57
160,115,59,56
157,110,60,58
157,106,61,60
161,102,57,61
162,100,61,57
170,97,57,61
173,98,57,60
183,97,53,59
191,98,52,61
202,96,49,61
214,95,44,62
223,96,46,58
233,98,45,55
242,97,44,55
251,98,43,52
260,97,42,52
266,97,44,49
274,96,44,49
280,96,43,48
282,93,47,49
286,96,44,46
286,92,46,45
285,94,46,44
287,95,46,39
284,95,44,44
280,98,46,45
278,99,45,46
272,103,46,45
264,105,48,46
257,110,45,45
249,113,46,47
239,116,43,46
225,118,45,48
211,117,48,49
196,115,51,52
182,116,55,52
166,116,57,51
153,118,57,53
136,121,61,52
124,124,60,52
115,125,57,54
108,127,61,52
103,130,62,51
101,129,64,53
104,130,62,50
108,127,62,49
115,129,59,49
