113,203,181,116
112,212,178,109
112,211,176,110
113,207,174,113
113,210,175,111
113,207,173,115
111,210,175,112
111,209,176,114
111,210,174,114
112,211,176,114
112,211,175,114
111,211,177,115
112,211,176,115
114,211,177,116
114,209,178,118
111,213,179,116
110,212,179,117
113,212,178,117
112,212,178,116
112,216,177,112
113,212,177,116
112,211,178,118
113,212,176,117
111,214,178,115
113,205,176,122
112,211,178,117
111,212,176,114
113,210,177,116
111,212,176,115
110,210,178,116
110,210,178,115
110,209,180,117
112,210,178,116
110,211,179,115
110,212,179,113
111,211,177,113
112,211,176,112
110,212,180,113
111,213,177,111
110,212,175,112
111,211,176,114
109,210,173,113
110,213,172,113
110,212,174,112
112,209,173,114
113,208,171,112
114,203,173,116
114,200,172,112
112,195,175,108
118,187,172,104
121,188,173,100
132,186,173,94
146,182,163,96
168,182,152,88
190,176,135,85
208,176,130,73
227,169,119,70
247,156,117,73
263,131,122,87
285,113,109,85
307,90,91,93
322,73,79,91
335,59,68,91
382,191,63,93
384,190,61,94
384,190,59,96
383,190,61,93
327,38,76,101
304,49,96,97
264,65,127,91
261,84,123,83
242,101,125,78
221,125,123,65
201,137,135,71
182,140,147,85
165,141,145,90
154,139,154,102
145,141,155,108
139,142,159,110
138,143,159,111
138,140,164,114
138,135,165,116
139,133,168,118
141,132,166,119
145,132,166,125
155,133,161,126
169,138,152,112
182,141,152,108
201,146,146,102
215,148,127,87
231,153,116,72
379,184,62,89
380,186,59,87
381,185,59,87
382,186,59,86
383,185,58,85
384,183,57,86
384,184,59,84
384,182,57,80
385,180,60,75
387,177,59,74
391,174,64,84
392,174,68,81
384,170,82,82
373,163,98,69
367,162,114,68
360,159,128,65
357,156,142,63
353,152,148,65
348,150,155,66
347,146,155,67
344,142,160,70
344,140,165,71
347,140,166,71
354,142,164,70
356,141,165,74
357,142,166,74
358,145,162,74
359,149,157,74
354,153,157,70
351,154,151,71
350,156,145,66
348,159,136,58
352,165,114,53
366,160,76,59
374,152,57,73
378,151,49,80
269,174,52,56
387,143,50,80
388,131,54,84
391,118,57,91
395,104,59,100
397,93,63,107
398,93,63,107
399,94,62,107
399,99,61,104
398,115,59,93
398,127,50,85
396,135,44,81
392,140,40,78
389,151,37,65
388,154,38,65
388,156,37,63
387,157,37,62
386,158,37,60
385,159,39,60
385,162,39,56
385,162,39,58
384,163,40,57
384,163,40,57
384,163,41,57
385,164,40,57
385,164,40,57
384,164,41,57
384,163,41,58
384,162,41,59
384,165,41,56
384,166,41,55
384,165,40,56
384,165,41,56
384,165,40,57
383,165,40,57
382,164,41,58
381,165,41,57
380,165,41,57
380,165,41,57
380,165,41,57
381,164,41,59
382,162,39,61
382,161,39,62
382,159,40,65
381,157,42,66
381,156,45,69
381,155,49,72
382,159,54,75
383,163,60,77
385,163,67,78
393,167,69,82
404,174,72,79
414,176,72,75
420,178,75,74
427,181,79,72
426,182,90,75
425,182,96,79
423,182,99,82
420,180,96,87
418,181,95,87
416,181,94,86
413,181,96,87
411,183,95,86
410,183,96,87
411,184,95,86
411,185,95,86
412,186,95,85
411,186,95,86
412,186,94,86
413,188,94,84
413,187,94,85
413,187,94,85
414,188,94,85
414,187,95,86
415,188,95,86
417,186,95,89
429,184,82,94
404,233,156,112
430,220,189,133
416,181,82,88
414,188,91,84
414,186,94,89
413,185,96,88
412,183,96,90
410,182,98,90
407,181,97,90
403,179,102,91
397,177,106,93
389,174,109,95
381,169,112,98
369,166,116,97
357,164,118,95
340,156,120,99
329,157,119,95
316,158,117,92
305,160,115,88
302,167,107,82
304,168,94,79
308,171,78,72
318,175,72,71
334,178,62,73
338,183,69,75
341,194,77,66
337,198,95,67
331,187,109,86
322,187,125,88
314,187,136,87
306,185,140,89
298,181,142,87
288,178,141,82
288,176,137,83
281,172,141,84
274,170,142,83
271,171,140,79
269,170,138,78
266,170,138,76
264,168,138,78
263,170,138,76
263,172,137,73
263,172,137,71
263,172,136,72
263,171,137,73
263,172,138,72
264,171,138,73
263,171,138,74
263,169,139,75
262,168,140,76
262,166,140,79
260,160,142,86
258,165,144,81
258,169,144,78
261,173,139,74
261,171,137,74
261,170,137,76
261,171,137,74
260,170,137,75
257,169,138,74
258,167,138,74
259,164,135,74
260,160,137,76
259,159,139,74
256,153,143,76
259,149,141,78
261,142,138,81
264,136,130,86
266,131,126,88
269,126,119,87
272,123,114,85
275,121,109,82
279,121,104,81
279,122,104,78
277,127,109,74
278,130,111,71
281,132,111,69
284,133,110,68
289,136,107,65
287,138,111,65
288,140,110,64
288,142,115,62
292,142,109,62
292,141,108,62
292,142,109,62
292,143,109,61
291,143,112,61
292,144,109,61
294,145,107,60
293,146,111,60
298,151,102,57
297,149,103,59
298,153,101,55
298,153,103,56
300,155,101,56
301,157,104,56
303,158,102,59
304,158,101,60
305,159,101,60
306,159,102,60
303,159,106,60
304,159,104,59
298,161,110,57
298,159,109,59
292,159,117,58
291,159,119,56
293,159,115,55
295,157,113,54
290,152,120,56
248,123,174,79
200,87,208,107
211,110,204,74
228,109,190,69
253,114,163,62
279,111,131,67
269,111,144,67
275,114,138,64
281,114,133,66
286,122,126,59
288,119,127,63
289,121,125,61
293,121,122,62
294,121,120,62
287,119,129,62
287,119,130,63
288,121,128,61
285,120,132,62
288,119,127,62
281,117,132,65
289,112,123,70
297,108,116,75
310,105,105,78
323,104,91,81
327,105,84,83
326,106,82,85
319,115,82,82
311,123,83,76
305,125,82,78
311,127,71,79
311,128,68,80
311,128,68,82
311,128,68,82
312,127,68,83
312,129,67,80
313,127,68,82
313,129,69,80
314,128,67,80
314,126,68,83
314,127,69,81
315,127,68,81
317,127,65,81
318,128,64,81
318,128,64,80
318,129,63,79
318,128,63,80
318,128,64,81
318,126,64,82
318,128,62,80
317,126,65,83
318,128,63,81
318,128,64,82
317,128,63,82
318,129,63,81
318,128,63,82
317,129,63,82
317,128,63,83
317,130,64,82
317,129,64,83
318,129,64,83
317,130,64,81
318,129,64,83
318,129,65,81
320,127,64,83
322,126,62,81
325,126,60,78
328,123,58,76
328,115,61,78
330,112,62,79
334,109,62,80
335,106,64,83
337,106,66,84
338,109,66,82
341,108,66,84
341,111,66,82
341,111,66,82
342,113,66,83
341,115,66,81
342,115,66,82
343,114,66,84
343,115,67,82
345,115,66,82
346,113,66,85
348,113,65,84
354,113,61,81
363,118,54,73
372,127,48,65
373,110,55,77
374,111,57,78
377,108,59,79
380,107,60,81
384,110,60,79
388,107,64,82
393,105,68,85
402,106,69,86
412,107,72,88
419,109,75,84
428,107,78,86
439,108,72,84
449,107,67,83
454,107,59,82
451,108,54,80
445,111,59,76
444,112,58,77
444,113,58,76
442,115,58,75
440,116,59,76
439,116,58,76
437,117,58,77
435,118,57,78
435,120,57,78
434,122,56,77
433,123,55,77
433,126,55,76
433,126,55,77
433,126,55,77
432,125,56,78
432,124,56,79
432,123,57,80
433,124,57,79
433,124,56,79
433,123,57,80
434,124,57,78
434,123,56,80
434,123,56,80
434,124,56,80
434,123,57,80
433,123,57,80
433,123,57,80
434,123,56,80
433,122,57,80
433,124,56,79
433,124,56,79
433,124,56,78
433,124,57,79
433,124,57,79
434,124,57,78
435,124,57,79
435,124,57,79
435,124,56,79
437,124,56,79
437,125,55,78
437,126,54,78
437,126,55,79
438,127,54,78
437,127,55,78
438,127,55,78
437,127,55,78
437,126,55,78
436,127,55,78
436,129,55,77
436,128,55,78
436,129,55,79
436,129,55,80
436,130,56,78
437,130,55,79
437,130,55,79
437,132,55,78
437,131,55,79
437,132,54,79
437,133,54,77
437,132,54,78
437,134,53,77
436,133,55,77
436,134,54,77
437,135,54,78
438,136,54,78
437,135,54,79
437,136,55,79
439,138,52,76
436,138,57,79
437,138,55,79
437,139,55,78
436,140,55,78
437,141,53,76
434,142,55,77
435,143,54,77
434,144,55,77
435,143,54,77
435,144,54,77
435,144,55,78
435,144,54,78
